kickRetId,playId,teamId,playerId,kickRetPosition,kickRetOutcome,kickRetPrimary,kickRetYds,kickRetTd,kickRetEnd,kickRetNull
6320414,6004959,325,20100156.0,WR,returned,1,30,,in bounds,0
6320415,6004965,4900,20060691.0,WR,returned,1,37,,in bounds,0
6320416,6004979,325,20100156.0,WR,returned,1,20,,in bounds,0
6320417,6004983,4900,20060691.0,WR,returned,1,6,,ran out of bounds,0
6320418,6004989,325,20020024.0,S,returned,1,0,,in bounds,0
6320419,6004994,4900,20060691.0,WR,returned,1,9,,in bounds,0
6320420,6004999,325,20020024.0,S,fair catch,1,0,,in bounds,0
6320421,6005012,325,20090088.0,CB,fair catch,1,0,,in bounds,0
6320422,6005046,325,20050435.0,CB,returned,1,14,,in bounds,0
6320423,6005054,810,20060042.0,S,returned,1,15,,in bounds,0
6320424,6005058,610,20050055.0,WR,fair catch,1,0,,in bounds,0
6320425,6005062,810,20060057.0,WR,returned,1,3,,in bounds,0
6320426,6005066,610,20050055.0,WR,returned,1,6,,in bounds,0
6320427,6005104,810,20060057.0,WR,fair catch,1,0,,in bounds,0
6320428,6005133,810,20090140.0,WR,returned,1,25,,in bounds,0
6320429,6005165,810,20090140.0,WR,returned,1,17,,in bounds,0
6320430,6005183,810,20090140.0,WR,returned,1,27,,in bounds,0
6320431,6005218,920,20050006.0,CB,returned,1,51,,in bounds,0
6320432,6005226,610,20080011.0,CB,returned,1,15,,ran out of bounds,0
6320433,6005231,920,20050006.0,CB,returned,1,11,,in bounds,0
6320434,6005247,920,20050006.0,CB,returned,1,39,,in bounds,0
6320435,6005259,610,20080011.0,CB,returned,1,17,,in bounds,0
6320436,6005268,610,20050055.0,WR,fair catch,1,0,,in bounds,0
6320437,6005277,920,20050006.0,CB,returned,1,26,,in bounds,0
6320438,6005282,610,20050055.0,WR,fair catch,1,0,,in bounds,0
6320439,6005286,920,20090575.0,WR,fair catch,1,0,,in bounds,0
6320440,6005291,610,20080011.0,CB,returned,1,5,,in bounds,0
6320441,6005299,920,20090575.0,WR,returned,1,31,,in bounds,0
6320442,6005307,920,20090575.0,WR,returned,1,4,,in bounds,0
6320443,6005313,610,20100658.0,WR,returned,1,28,,in bounds,0
6320444,6005324,920,20090575.0,WR,returned,1,29,,in bounds,0
6320445,6005335,610,20100658.0,WR,returned,1,24,,in bounds,0
6320446,6005352,920,20090185.0,HB,returned,1,20,,in bounds,0
6320447,6005371,920,20100084.0,WR,returned,1,9,,in bounds,0
6320448,6005383,1050,20060542.0,RB,returned,1,31,,in bounds,0
6320449,6005393,610,20100658.0,WR,returned,1,18,,in bounds,0
6320450,6005427,1050,20060542.0,RB,returned,1,0,,in bounds,0
6320451,6005439,610,20100009.0,RB,returned,1,18,,in bounds,0
6320452,6005451,1050,20060071.0,LB,returned,1,5,,in bounds,0
6320453,6005454,610,20100658.0,WR,returned,1,17,,in bounds,0
6320454,6005467,610,20100009.0,RB,returned,1,4,,ran out of bounds,0
6320455,6005485,610,20100009.0,RB,returned,1,33,,ran out of bounds,0
6320456,6005499,1050,20060542.0,RB,returned,1,10,,in bounds,0
6320457,6005503,610,20100009.0,RB,returned,1,4,,in bounds,0
6320458,6005508,1050,20050576.0,WR,returned,1,7,,in bounds,0
6320459,6005521,1540,20070776.0,WR,returned,1,19,,in bounds,0
6320460,6005529,610,20100009.0,RB,returned,1,13,,in bounds,0
6320461,6005543,610,20100009.0,RB,returned,1,2,,in bounds,0
6320462,6005566,1540,20070776.0,WR,returned,1,22,,in bounds,0
6320463,6005575,610,20100009.0,RB,returned,1,29,,ran out of bounds,0
6320464,6005588,610,20080011.0,CB,returned,1,0,,in bounds,0
6320465,6005600,1540,20070776.0,WR,returned,1,24,,in bounds,0
6320466,6005608,610,20080011.0,CB,returned,1,14,,in bounds,0
6320467,6005620,610,20080011.0,CB,returned,1,0,,in bounds,0
6320468,6005624,1540,20070776.0,WR,fair catch,1,0,,in bounds,0
6320469,6005631,610,20080011.0,CB,returned,1,25,,in bounds,0
6320470,6005635,1540,20070776.0,WR,returned,1,10,,ran out of bounds,0
6320471,6005640,610,20080011.0,CB,returned,1,0,,in bounds,0
6320472,6005669,610,20080011.0,CB,returned,1,27,,in bounds,0
6320473,6005696,2200,20090498.0,RB,returned,1,30,,ran out of bounds,0
6320474,6005701,610,20050055.0,WR,returned,1,6,,in bounds,0
6320475,6005707,2200,20090498.0,RB,returned,1,38,,ran out of bounds,0
6320476,6005716,610,20080011.0,CB,returned,1,13,,in bounds,0
6320477,6005720,2200,20090498.0,RB,returned,1,2,,in bounds,0
6320478,6005727,2200,20090498.0,RB,returned,1,26,,in bounds,0
6320479,6005731,610,20050055.0,WR,returned,1,2,,in bounds,0
6320480,6005735,2200,20090498.0,RB,returned,1,49,,ran out of bounds,0
6320481,6005741,610,20080011.0,CB,returned,1,22,,in bounds,0
6320482,6005745,2200,20090498.0,RB,returned,1,35,,in bounds,0
6320483,6005753,610,20100425.0,WR,fair catch,1,0,,in bounds,0
6320484,6005763,2200,20100246.0,DB,returned,1,11,,in bounds,0
6320485,6005767,610,20080542.0,RB,returned,1,33,,ran out of bounds,0
6320486,6005782,2200,20080537.0,WR,returned,1,20,,in bounds,0
6320487,6005795,2200,20100246.0,DB,returned,1,3,,in bounds,0
6320488,6005802,610,20100425.0,WR,fair catch,1,0,,in bounds,0
6320489,6005806,2200,20100246.0,DB,returned,1,0,,in bounds,0
6320490,6005824,2200,20100618.0,KR,returned,1,19,,in bounds,0
6320491,6005828,610,20100425.0,WR,returned,1,0,,in bounds,0
6320492,6005832,2200,20100618.0,KR,returned,1,3,,in bounds,0
6320493,6005846,610,20100425.0,WR,fair catch,1,0,,in bounds,0
6320494,6005857,2200,20080537.0,WR,returned,1,23,,in bounds,0
6320495,6005863,610,20100009.0,RB,returned,1,22,,in bounds,0
6320496,6005867,2250,20090107.0,WR,returned,1,2,,in bounds,0
6320497,6005880,2250,20100180.0,RB/KR,returned,1,31,,in bounds,0
6320498,6005887,610,20100009.0,RB,returned,1,30,,ran out of bounds,0
6320499,6005906,2250,20100180.0,RB/KR,returned,1,22,,in bounds,0
6320500,6005919,610,20100009.0,RB,returned,1,24,,in bounds,0
6320501,6005923,2250,20090107.0,WR,returned,1,8,,in bounds,0
6320502,6005935,610,20100009.0,RB,returned,1,22,,in bounds,0
6320503,6005937,2250,20100180.0,RB/KR,returned,1,51,,in bounds,0
6320504,6005942,610,20100009.0,RB,returned,1,19,,in bounds,1
6320505,6005943,610,20100009.0,RB,returned,1,23,,in bounds,0
6320506,6005960,2250,20100180.0,RB/KR,returned,1,41,,in bounds,0
6320507,6005973,610,20100009.0,RB,returned,1,15,,in bounds,0
6320508,6005977,2250,20090107.0,WR,returned,1,9,,in bounds,0
6320509,6005984,610,20100658.0,WR,returned,1,31,,ran out of bounds,0
6320510,6005995,610,20100009.0,RB,returned,1,10,,in bounds,0
6320511,6006008,610,20100658.0,WR,returned,1,24,,in bounds,0
6320512,6006020,610,20100009.0,RB,returned,1,11,,in bounds,0
6320513,6006041,2700,20080630.0,RB,returned,1,3,,in bounds,0
6320514,6006047,610,20050055.0,WR,returned,1,3,,in bounds,0
6320515,6006051,2700,20080630.0,RB,fair catch,1,0,,in bounds,0
6320516,6006074,2700,20080630.0,RB,returned,1,15,,in bounds,0
6320517,6006096,610,20050055.0,WR,returned,1,19,,ran out of bounds,0
6320518,6006100,2700,20080630.0,RB,fair catch,1,0,,in bounds,0
6320519,6006116,610,20050055.0,WR,returned,1,8,,in bounds,0
6320520,6006124,2700,20080630.0,RB,returned,1,6,,in bounds,0
6320521,6006159,2700,20060751.0,RB,returned,1,12,,in bounds,0
6320522,6006172,2700,20060119.0,WR,fair catch,1,0,,in bounds,0
6320523,6006183,610,20100009.0,RB,returned,1,13,,in bounds,0
6320524,6006194,3200,20090083.0,WR,returned,1,16,,in bounds,0
6320525,6006214,610,20100009.0,RB,returned,1,20,,in bounds,0
6320526,6006230,610,20100425.0,WR,returned,1,16,,in bounds,0
6320527,6006251,610,20100009.0,RB,returned,1,22,,in bounds,0
6320528,6006265,610,20100425.0,WR,returned,1,15,,in bounds,0
6320529,6006269,3200,20000156.0,RB,returned,1,23,,in bounds,0
6320530,6006274,610,20100009.0,RB,fair catch,1,0,,in bounds,0
6320531,6006281,610,20100009.0,RB,returned,1,18,,in bounds,0
6320532,6006290,610,20100009.0,RB,fair catch,1,0,,in bounds,0
6320533,6006309,3200,20090232.0,WR,fair catch,1,0,,in bounds,0
6320534,6006321,610,20100009.0,RB,returned,1,11,,in bounds,0
6320535,6006340,610,20100009.0,RB,returned,1,0,,in bounds,0
6320536,6006344,3430,20060103.0,WR,returned,1,38,,ran out of bounds,0
6320537,6006355,610,20080072.0,LB,returned,1,0,,in bounds,0
6320538,6006365,3430,20050666.0,S,fair catch,1,0,,in bounds,0
6320539,6006369,610,20050055.0,WR,returned,1,13,,in bounds,0
6320540,6006374,3430,20050666.0,S,fair catch,1,0,,in bounds,0
6320541,6006378,610,20050055.0,WR,returned,1,26,,ran out of bounds,0
6320542,6006382,3430,20050666.0,S,returned,1,1,,in bounds,0
6320543,6006406,3430,20100029.0,CB,returned,1,14,,in bounds,0
6320544,6006411,610,20100009.0,RB,returned,1,29,,in bounds,0
6320545,6006420,3430,20060103.0,WR,returned,1,22,,in bounds,0
6320546,6006422,610,20100009.0,RB,returned,1,26,,in bounds,0
6320547,6006428,3430,20050666.0,S,returned,1,17,,in bounds,0
6320548,6006441,610,20100009.0,RB,returned,1,21,,in bounds,0
6320549,6006447,610,20100009.0,RB,returned,1,15,,in bounds,0
6320550,6006451,3430,20050666.0,S,returned,1,15,,in bounds,0
6320551,6006455,610,20100009.0,RB,returned,1,19,,in bounds,0
6320552,6006460,3430,20050666.0,S,returned,1,13,,in bounds,0
6320553,6006465,610,20050055.0,WR,returned,1,7,,ran out of bounds,0
6320554,6006469,3430,20100029.0,CB,returned,1,15,,in bounds,0
6320555,6006475,610,20050055.0,WR,returned,1,4,,in bounds,0
6320556,6006483,3430,20060103.0,WR,returned,1,24,,in bounds,0
6320557,6006495,3430,20100029.0,CB,returned,1,8,,in bounds,0
6320558,6006505,3900,20100082.0,WR,returned,1,25,,in bounds,0
6320559,6006521,610,20080011.0,CB,returned,1,11,,in bounds,0
6320560,6006526,3900,20020062.0,WR,returned,1,15,,in bounds,0
6320561,6006542,610,20080011.0,CB,returned,1,38,,in bounds,0
6320562,6006561,610,20080011.0,CB,fair catch,1,0,,in bounds,0
6320563,6006581,610,20080011.0,CB,returned,1,7,,in bounds,0
6320564,6006608,3900,20100082.0,WR,returned,1,16,,in bounds,0
6320565,6006612,610,20080011.0,CB,fair catch,1,0,,in bounds,0
6320566,6006625,3900,20100082.0,WR,returned,1,24,,in bounds,0
6320567,6006631,3900,20100082.0,WR,returned,1,16,,in bounds,0
6320568,6006642,610,20080011.0,CB,returned,1,26,,ran out of bounds,0
6320569,6006658,610,20080011.0,CB,returned,1,9,,in bounds,0
6320570,6006665,3900,20040119.0,RB,returned,1,7,,in bounds,0
6320571,6006666,610,20080011.0,CB,returned,1,49,,in bounds,0
6320572,6006674,610,20080011.0,CB,returned,1,-10,,in bounds,0
6320573,6006695,3800,20090240.0,RB,returned,1,34,,in bounds,0
6320574,6006699,750,20090216.0,CB,returned,1,26,,in bounds,0
6320575,6006706,3800,20090240.0,RB,returned,1,24,,in bounds,0
6320576,6006729,3800,20090240.0,RB,returned,1,30,,in bounds,0
6320577,6006740,3800,20100088.0,WR,returned,1,1,,in bounds,0
6320578,6006749,3800,20090240.0,RB,returned,1,14,,in bounds,0
6320579,6006770,750,20090111.0,RB,returned,1,20,,in bounds,0
6320580,6006779,3800,20100088.0,WR,returned,1,47,,in bounds,0
6320581,6006787,3800,20100088.0,WR,returned,1,8,,pushed out of bounds,0
6320582,6006791,750,20090216.0,CB,returned,1,26,,in bounds,0
6320583,6006805,3800,20100088.0,WR,returned,1,25,,in bounds,0
6320584,6006828,750,20090111.0,RB,returned,1,15,,in bounds,0
6320585,6006847,750,20090111.0,RB,returned,1,23,,in bounds,0
6320586,6006853,750,20090111.0,RB,returned,1,14,,in bounds,0
6320587,6006857,200,20070406.0,WR,returned,1,5,,in bounds,0
6320588,6006868,750,20090111.0,RB,returned,1,18,,in bounds,0
6320589,6006872,200,20070406.0,WR,fair catch,1,0,,in bounds,0
6320590,6006887,750,20090216.0,CB,returned,1,0,,in bounds,0
6320591,6006894,200,20070406.0,WR,returned,1,0,,in bounds,0
6320592,6006913,750,20090111.0,RB,returned,1,12,,in bounds,0
6320593,6006937,200,20070406.0,WR,returned,1,23,,in bounds,0
6320594,6006956,750,20090111.0,RB,returned,1,20,,in bounds,0
6320595,6006995,750,20100202.0,S,returned,1,19,,in bounds,0
6320596,6007003,750,20090216.0,CB,returned,1,12,,in bounds,0
6320597,6007017,325,20090088.0,CB,returned,1,7,,in bounds,0
6320598,6007030,325,20090088.0,CB,fair catch,1,0,,in bounds,0
6320599,6007053,325,20100156.0,WR,returned,1,28,,in bounds,0
6320600,6007069,325,20090088.0,CB,returned,1,9,,in bounds,0
6320601,6007079,750,20080034.0,WR,returned,1,17,,in bounds,0
6320602,6007083,325,20090088.0,CB,returned,1,10,,in bounds,0
6320603,6007089,325,20100156.0,WR,returned,1,84,,in bounds,0
6320604,6007094,750,20090216.0,CB,returned,1,64,,in bounds,0
6320605,6007101,325,20100156.0,WR,returned,1,23,,in bounds,0
6320606,6007105,750,20090216.0,CB,returned,1,13,,in bounds,0
6320607,6007109,325,20090088.0,CB,returned,1,11,,in bounds,0
6320608,6007123,325,20090088.0,CB,returned,1,4,,in bounds,0
6320609,6007130,750,20090216.0,CB,returned,1,6,,in bounds,0
6320610,6007135,325,20080176.0,RB,returned,1,25,,in bounds,0
6320611,6007140,750,20090216.0,CB,returned,1,8,,in bounds,0
6320612,6007144,325,20090088.0,CB,fair catch,1,0,,in bounds,0
6320613,6007157,750,20080034.0,WR,returned,1,26,,in bounds,0
6320614,6007160,750,20080034.0,WR,returned,1,20,,in bounds,0
6320615,6007166,325,20090088.0,CB,fair catch,1,0,,in bounds,0
6320616,6007177,810,20060042.0,S,returned,1,62,,in bounds,0
6320617,6007183,750,20100124.0,LB/DE,returned,1,17,,in bounds,0
6320618,6007194,810,20060042.0,S,returned,1,37,,in bounds,0
6320619,6007197,750,20090111.0,RB,returned,1,30,,in bounds,0
6320620,6007211,810,20060057.0,WR,returned,1,50,,in bounds,0
6320621,6007250,810,20060057.0,WR,fair catch,1,0,,in bounds,0
6320622,6007258,750,20090111.0,RB,returned,1,32,,in bounds,0
6320623,6007269,750,20090216.0,CB,returned,1,3,,in bounds,0
6320624,6007277,750,20090216.0,CB,returned,1,4,,in bounds,0
6320625,6007296,810,20060042.0,S,returned,1,34,,in bounds,0
6320626,6007301,750,20090216.0,CB,returned,1,2,,in bounds,0
6320627,6007305,810,20060057.0,WR,returned,1,2,,in bounds,0
6320628,6007318,750,20090216.0,CB,fair catch,1,0,,in bounds,0
6320629,6007322,810,20060057.0,WR,returned,1,16,,in bounds,0
6320630,6007346,920,20090209.0,HB,returned,1,16,,in bounds,0
6320631,6007363,920,20090575.0,WR,returned,1,10,,in bounds,0
6320632,6007374,750,20090111.0,RB,returned,1,20,,in bounds,0
6320633,6007405,920,20090575.0,WR,returned,1,6,,in bounds,0
6320634,6007416,750,20090111.0,RB,returned,1,26,,in bounds,0
6320635,6007424,750,20090111.0,RB,returned,1,22,,in bounds,0
6320636,6007429,920,20090575.0,WR,returned,1,7,,in bounds,0
6320637,6007452,750,20090216.0,CB,fair catch,1,0,,in bounds,0
6320638,6007456,920,20090575.0,WR,returned,1,9,,in bounds,0
6320639,6007468,920,20090575.0,WR,returned,1,10,,in bounds,0
6320640,6007523,3300,20050068.0,WR,returned,1,21,,in bounds,0
6320641,6007545,750,20090111.0,RB,returned,1,27,,in bounds,0
6320642,6007556,750,20090216.0,CB,returned,1,18,,in bounds,0
6320643,6007560,3300,20050685.0,WR,returned,1,4,,pushed out of bounds,0
6320644,6007564,750,20090216.0,CB,returned,1,0,,in bounds,0
6320645,6007571,3300,20050685.0,WR,returned,1,11,,pushed out of bounds,0
6320646,6007590,3300,20050685.0,WR,fair catch,1,0,,in bounds,0
6320647,6007598,750,20090111.0,RB,returned,1,4,,in bounds,0
6320648,6007602,3300,20050685.0,WR,fair catch,1,0,,in bounds,0
6320649,6007615,750,20100202.0,S,returned,1,32,,in bounds,0
6320650,6007638,750,20100202.0,S,returned,1,29,,in bounds,0
6320651,6007644,3300,20050685.0,WR,returned,1,0,,in bounds,0
6320652,6007665,750,20100202.0,S,returned,1,23,,in bounds,0
6320653,6007692,750,20090111.0,RB,returned,1,19,,in bounds,0
6320654,6007704,750,20100202.0,S,returned,1,0,,in bounds,0
6320655,6007716,3430,20050666.0,S,returned,1,10,,in bounds,0
6320656,6007723,750,20100089.0,WR,returned,1,0,,in bounds,0
6320657,6007728,750,20100249.0,CB,returned,1,18,,in bounds,0
6320658,6007747,3430,20080712.0,WR,returned,1,8,,in bounds,0
6320659,6007751,750,20090216.0,CB,returned,1,3,,in bounds,0
6320660,6007755,3430,20080712.0,WR,returned,1,11,,in bounds,0
6320661,6007759,750,20090216.0,CB,returned,1,10,,in bounds,0
6320662,6007763,3430,20080712.0,WR,returned,1,15,,in bounds,0
6320663,6007767,750,20090216.0,CB,returned,1,24,,in bounds,0
6320664,6007798,3430,20100112.0,RB,fair catch,1,0,,in bounds,0
6320665,6007802,750,20080136.0,WR,returned,1,9,,in bounds,0
6320666,6007811,750,20090111.0,RB,returned,1,6,,in bounds,0
6320667,6007818,3430,20100112.0,RB,returned,1,67,,in bounds,0
6320668,6007823,3430,20100112.0,RB,returned,1,6,,in bounds,0
6320669,6007827,750,20080693.0,CB,fair catch,1,0,,in bounds,0
6320670,6007834,3430,20070146.0,WR,returned,1,12,,in bounds,0
6320671,6007857,750,20090111.0,RB,returned,1,28,,in bounds,0
6320672,6007863,4500,20070009.0,WR,returned,1,12,,in bounds,0
6320673,6007869,750,20090111.0,RB,returned,1,26,,in bounds,0
6320674,6007890,750,20010074.0,WR,returned,1,0,,in bounds,0
6320675,6007894,4500,20070009.0,WR,returned,1,4,,in bounds,0
6320676,6007899,750,20010074.0,WR,returned,1,32,,in bounds,0
6320677,6007940,750,20010074.0,WR,returned,1,-2,,in bounds,0
6320678,6007951,4500,20070009.0,WR,returned,1,24,,in bounds,0
6320679,6007956,750,20090216.0,CB,returned,1,6,,in bounds,0
6320680,6007974,750,20090111.0,RB,returned,1,13,,in bounds,0
6320681,6007981,750,20090111.0,RB,returned,1,17,,in bounds,0
6320682,6007987,4500,20070009.0,WR,returned,1,8,,in bounds,0
6320683,6007991,750,20010074.0,WR,returned,1,2,,in bounds,0
6320684,6008001,750,20010074.0,WR,returned,1,-1,,in bounds,1
6320685,6008002,750,20010074.0,WR,returned,1,6,,in bounds,0
6320686,6008024,4500,20070009.0,WR,returned,1,23,,in bounds,0
6320687,6008031,4900,20060691.0,WR,returned,1,18,,in bounds,0
6320688,6008036,750,20090216.0,CB,returned,1,4,,in bounds,0
6320689,6008040,4900,20060691.0,WR,returned,1,23,,in bounds,0
6320690,6008050,750,20090111.0,RB,returned,1,20,,in bounds,0
6320691,6008059,4900,20060691.0,WR,fair catch,1,0,,in bounds,0
6320692,6008068,750,20090216.0,CB,fair catch,1,0,,in bounds,0
6320693,6008086,750,20090111.0,RB,returned,1,12,,in bounds,0
6320694,6008102,750,20100202.0,S,returned,1,17,,in bounds,0
6320695,6008106,4900,20060691.0,WR,fair catch,1,0,,in bounds,0
6320696,6008110,750,20090216.0,CB,returned,1,0,,ran out of bounds,0
6320697,6008121,750,20090111.0,RB,returned,1,0,,in bounds,0
6320698,6008128,4900,20060691.0,WR,returned,1,-2,,in bounds,0
6320699,6008140,750,20090111.0,RB,returned,1,43,,in bounds,0
6320700,6008174,750,20090216.0,CB,returned,1,4,,in bounds,0
6320701,6008181,750,20060120.0,LB,returned,1,0,,in bounds,0
6320702,6008183,2100,20100077.0,WR,returned,1,23,,in bounds,0
6320703,6008187,750,20100555.0,WR,returned,1,-1,,in bounds,0
6320704,6008198,2100,20100077.0,WR,fair catch,1,0,,in bounds,0
6320705,6008224,750,20100555.0,WR,fair catch,1,0,,in bounds,0
6320706,6008228,2100,20100077.0,WR,returned,1,12,,in bounds,0
6320707,6008232,750,20100555.0,WR,returned,1,5,,in bounds,0
6320708,6008238,2100,20100077.0,WR,returned,1,5,,in bounds,0
6320709,6008246,750,20100555.0,WR,returned,1,0,,in bounds,0
6320710,6008260,750,20100555.0,WR,returned,1,37,,pushed out of bounds,0
6320711,6008269,750,20100555.0,WR,returned,1,1,,in bounds,0
6320712,6008277,2100,20100222.0,WR,returned,1,18,,in bounds,0
6320713,6008286,750,20080693.0,CB,returned,1,9,,in bounds,0
6320714,6008298,2100,20100222.0,WR,returned,1,21,,in bounds,0
6320715,6008305,750,20090111.0,RB,returned,1,91,1.0,in bounds,0
6320716,6008320,2100,20100222.0,WR,returned,1,25,,in bounds,0
6320717,6008345,810,20060042.0,S,returned,1,32,,in bounds,0
6320718,6008360,3800,20050057.0,CB,returned,1,3,,in bounds,0
6320719,6008364,810,20020795.0,WR,returned,1,0,,in bounds,0
6320720,6008388,810,20060042.0,S,returned,1,24,,in bounds,0
6320721,6008417,3800,20050057.0,CB,returned,1,16,,in bounds,0
6320722,6008423,810,20060057.0,WR,returned,1,11,,ran out of bounds,0
6320723,6008427,3800,20100520.0,CB,returned,1,2,,in bounds,0
6320724,6008440,3800,20100520.0,CB,returned,1,0,,in bounds,0
6320725,6008449,810,20090119.0,CB,returned,1,3,,in bounds,0
6320726,6008459,3800,20050057.0,CB,returned,1,15,,in bounds,0
6320727,6008472,3800,20100513.0,RB,returned,1,27,,ran out of bounds,0
6320728,6008483,810,20060042.0,S,returned,1,30,,in bounds,0
6320729,6008499,810,20060057.0,WR,returned,1,0,,pushed out of bounds,0
6320730,6008513,810,20060042.0,S,returned,1,28,,in bounds,0
6320731,6008525,810,20060057.0,WR,returned,1,9,,in bounds,0
6320732,6008529,1540,20070776.0,WR,returned,1,0,,ran out of bounds,0
6320733,6008533,810,20060057.0,WR,returned,1,0,,ran out of bounds,0
6320734,6008550,810,20060042.0,S,returned,1,12,,in bounds,0
6320735,6008554,1540,20070776.0,WR,returned,1,32,,ran out of bounds,0
6320736,6008562,1540,20070776.0,WR,returned,1,18,,in bounds,0
6320737,6008573,1540,20070776.0,WR,returned,1,3,,in bounds,0
6320738,6008577,810,20060057.0,WR,returned,1,3,,in bounds,0
6320739,6008607,1540,20070776.0,WR,fair catch,1,0,,in bounds,0
6320740,6008617,810,20060057.0,WR,returned,1,5,,in bounds,0
6320741,6008625,810,20060057.0,WR,fair catch,1,0,,in bounds,0
6320742,6008636,1540,20070776.0,WR,returned,1,18,,in bounds,0
6320743,6008646,810,20090140.0,WR,returned,1,22,,in bounds,0
6320744,6008668,810,20060042.0,S,returned,1,27,,in bounds,1
6320745,6008669,810,20060042.0,S,returned,1,44,,in bounds,0
6320746,6008678,810,20060057.0,WR,returned,1,3,,ran out of bounds,0
6320747,6008706,1800,20060724.0,CB,returned,1,10,,in bounds,0
6320748,6008712,810,20060057.0,WR,returned,1,28,,in bounds,0
6320749,6008718,1800,20080036.0,WR,returned,1,40,,in bounds,0
6320750,6008722,1800,20080036.0,WR,returned,1,22,,in bounds,0
6320751,6008752,810,20060057.0,WR,returned,1,62,1.0,in bounds,0
6320752,6008754,1800,20080036.0,WR,returned,1,16,,in bounds,0
6320753,6008770,810,20090140.0,WR,returned,1,25,,in bounds,0
6320754,6008779,1800,20080036.0,WR,returned,1,19,,in bounds,0
6320755,6008793,1800,19990213.0,WR,returned,1,0,,in bounds,0
6320756,6008794,1800,20100193.0,RB,returned,1,12,,in bounds,0
6320757,6008803,810,20080158.0,TE,returned,1,8,,in bounds,0
6320758,6008817,810,20060057.0,WR,returned,1,3,,in bounds,0
6320759,6008822,1800,20060724.0,CB,returned,1,11,,in bounds,0
6320760,6008831,1800,20060724.0,CB,returned,1,6,,in bounds,0
6320761,6008839,810,20060042.0,S,returned,1,15,,in bounds,0
6320762,6008870,810,20060057.0,WR,returned,1,24,,ran out of bounds,0
6320763,6008897,810,20060057.0,WR,returned,1,2,,in bounds,0
6320764,6008901,1800,20060724.0,CB,returned,1,-4,,in bounds,0
6320765,6008905,810,20060057.0,WR,returned,1,-4,,in bounds,1
6320766,6008906,810,20080070.0,WR,returned,1,22,,in bounds,0
6320767,6008916,1800,20100193.0,RB,returned,1,18,,in bounds,0
6320768,6008937,810,20020795.0,WR,returned,1,16,,in bounds,0
6320769,6008943,1800,19980004.0,CB,returned,1,14,,in bounds,0
6320770,6008947,810,20060057.0,WR,returned,1,11,,in bounds,0
6320771,6008984,810,20060057.0,WR,returned,1,32,,in bounds,0
6320772,6009013,3000,20090022.0,WR,returned,1,29,,in bounds,0
6320773,6009024,810,20020795.0,WR,returned,1,32,,in bounds,0
6320774,6009036,3000,20090022.0,WR,returned,1,33,,in bounds,0
6320775,6009044,3000,20090022.0,WR,returned,1,11,,in bounds,0
6320776,6009051,3000,20090022.0,WR,returned,1,25,,in bounds,0
6320777,6009057,810,20060057.0,WR,returned,1,5,,in bounds,0
6320778,6009067,810,20060057.0,WR,returned,1,68,,in bounds,0
6320779,6009075,3000,20090022.0,WR,returned,1,29,,in bounds,0
6320780,6009079,810,20060057.0,WR,returned,1,42,,in bounds,0
6320781,6009102,3000,20090022.0,WR,returned,1,24,,in bounds,0
6320782,6009125,3200,20000156.0,RB,returned,1,18,,in bounds,0
6320783,6009129,810,20060057.0,WR,returned,1,17,,ran out of bounds,0
6320784,6009147,810,20020795.0,WR,returned,1,-2,,in bounds,0
6320785,6009170,810,20060042.0,S,returned,1,33,,in bounds,0
6320786,6009173,810,20060042.0,S,returned,1,40,,in bounds,0
6320787,6009178,3200,20090232.0,WR,returned,1,42,,in bounds,0
6320788,6009186,810,20060057.0,WR,returned,1,13,,in bounds,0
6320789,6009192,810,20060042.0,S,returned,1,26,,in bounds,0
6320790,6009196,3200,20090232.0,WR,returned,1,1,,in bounds,0
6320791,6009203,810,20060042.0,S,returned,1,25,,in bounds,0
6320792,6009215,810,20060057.0,WR,returned,1,61,,in bounds,0
6320793,6009276,810,20020795.0,WR,returned,1,16,,in bounds,0
6320794,6009288,3430,20060103.0,WR,returned,1,20,,in bounds,0
6320795,6009310,810,20060042.0,S,returned,1,26,,in bounds,0
6320796,6009315,810,20020795.0,WR,returned,1,14,,in bounds,0
6320797,6009319,3430,20040108.0,WR,returned,1,14,,in bounds,0
6320798,6009337,810,20080158.0,TE,returned,1,2,,in bounds,0
6320799,6009347,3430,20100112.0,RB,returned,1,14,,in bounds,0
6320800,6009357,810,20060042.0,S,returned,1,5,,in bounds,0
6320801,6009359,3430,20100112.0,RB,returned,1,28,,in bounds,0
6320802,6009366,3430,20100112.0,RB,returned,1,18,,in bounds,0
6320803,6009370,810,20060057.0,WR,returned,1,38,,ran out of bounds,0
6320804,6009375,3430,20060103.0,WR,returned,1,28,,in bounds,0
6320805,6009381,810,20060057.0,WR,returned,1,40,,ran out of bounds,0
6320806,6009388,3430,20060103.0,WR,returned,1,18,,in bounds,0
6320807,6009401,810,20090140.0,WR,returned,1,11,,in bounds,0
6320808,6009426,3430,20040108.0,WR,returned,1,-1,,ran out of bounds,0
6320809,6009436,3430,20070440.0,CB,returned,1,-5,,in bounds,0
6320810,6009441,2520,20070074.0,WR,returned,1,20,,ran out of bounds,0
6320811,6009455,810,20060042.0,S,returned,1,23,,in bounds,0
6320812,6009459,2520,20070074.0,WR,returned,1,6,,in bounds,0
