combineId,playerId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
16546,20080050,2008,DE,79.75,290,,Calais,Campbell,Calais Campbell,DE,33124.0,744,Miami (FL),80.0,300.0,1986-09-01,21.665753424657535,http://www.nfl.com/player/CalaisCampbell/744/profile,Denver,CO,USA,South HS,Denver,CO,USA,,5.11,29.5,16.0,4.69,111.0,7.45,,
16547,20080218,2008,SS,73.75,229,,Caleb,Campbell,Caleb Campbell,LB,10996.0,1687,Army (West Point),74.0,237.0,1986-06-19,21.86849315068493,http://www.nfl.com/player/CalebCampbell/1687/profile,Perryton,TX,USA,,,,,,4.63,,24.0,,,,,
16548,20080038,2008,TE,77.13,251,,John,Carlson,John Carlson,TE,46556.0,1966,Notre Dame,77.0,248.0,1984-05-12,23.972602739726028,http://www.nfl.com/player/JohnCarlson/1966/profile,St. Cloud,MN,USA,Litchfield HS,,MN,USA,,4.89,30.5,20.0,4.28,113.0,7.12,,
16549,20080027,2008,CB,72.25,191,,Antoine,Cason,Antoine Cason,DB,85721.0,208,Arizona,73.0,195.0,1986-07-09,21.813698630136987,http://www.nfl.com/player/AntoineCason/208/profile,Long Beach,CA,USA,Los Alamitos HS,,CA,USA,,4.55,35.5,20.0,4.08,128.0,,,
16550,20080469,2008,FS,72.38,195,,Simeon,Castille,Simeon Castille,DB,35487.0,1968,Alabama,72.0,190.0,1985-10-12,22.553424657534247,http://www.nfl.com/player/SimeonCastille/1968/profile,Phenix City,AL,USA,Briarwood Christian HS,,AL,USA,,4.73,31.5,,4.36,119.0,7.07,,
16551,20080554,2008,FB,72.0,254,,Jehuu,Caulcrick,Jehuu Caulcrick,RB,48824.0,1355,Michigan State,72.0,269.0,1983-08-06,24.73972602739726,http://www.nfl.com/player/JehuuCaulcrick/1355/profile,,,Liberia,,,,,,4.71,33.0,16.0,4.72,109.0,7.4,,
16552,20080073,2008,RB,71.0,200,,Jamaal,Charles,Jamaal Charles,RB,78712.0,925,Texas,71.0,199.0,1986-12-27,21.345205479452055,http://www.nfl.com/player/JamaalCharles/925/profile,Port Arthur,TX,USA,Memorial HS,Port Arthur,TX,USA,,4.41,30.5,,4.22,122.0,6.8,,
16553,20080017,2008,OT,78.38,314,,Gosder,Cherilus,Gosder Cherilus,OT,2459.0,210,Boston,79.0,316.0,1984-06-28,23.843835616438355,http://www.nfl.com/player/GosderCherilus/210/profile,,,Haiti,Somerville HS,,MA,USA,,5.19,23.0,24.0,4.82,102.0,7.6,,
16554,20080122,2008,RB,70.5,215,,Tashard,Choice,Tashard Choice,RB,30332.0,1970,Georgia Tech,70.0,210.0,1984-11-20,23.446575342465753,http://www.nfl.com/player/TashardChoice/1970/profile,Jonesboro,GA,USA,Lovejoy HS,Hampton,GA,USA,,4.5,34.0,20.0,,119.0,6.88,,
16555,20080234,2008,OT,77.38,315,,Corey,Clark,Corey Clark,OT,77843.0,1256,Texas A&M,77.0,325.0,1984-06-21,23.863013698630137,http://www.nfl.com/player/CoreyClark/1256/profile,San Antonio,TX,USA,,,,,,5.35,23.0,23.0,4.68,106.0,7.47,,
16556,20080464,2008,OT,75.63,305,,Devin,Clark,Devin Clark,OT,87131.0,2639,New Mexico,76.0,325.0,1986-05-22,21.945205479452056,http://www.nfl.com/player/DevinClark/2639/profile,Austin,TX,USA,,,,,,5.36,21.0,25.0,5.03,94.0,8.38,,
16557,20080519,2008,DE,73.88,249,,Joe,Clermond,Joe Clermond,DE,15260.0,1691,Pittsburgh,74.0,250.0,1984-11-13,23.465753424657535,http://www.nfl.com/player/JoeClermond/1691/profile,Tampa,FL,USA,George D. Chamberlain HS,,FL,USA,,5.17,25.5,20.0,4.73,107.0,7.61,,
16558,20080112,2008,OT,77.0,317,,Anthony,Collins,Anthony Collins,OT,66045.0,2507480,Kansas,77.0,315.0,1985-11-02,22.495890410958904,http://www.nfl.com/player/AnthonyCollins/2507480/profile,Beaumont,TX,USA,Central HS,Beaumont,TX,USA,,5.59,22.5,26.0,4.87,97.0,7.71,,
16559,20080076,2008,TE,79.5,270,,Brad,Cottam,Brad Cottam,TE,37998.0,1972,Tennessee,79.0,269.0,1984-11-28,23.424657534246574,http://www.nfl.com/player/BradCottam/1972/profile,Memphis,TN,USA,,,,,,4.75,33.0,24.0,,,,,
16560,20080099,2008,OT,75.75,308,,Oniel,Cousins,Oniel Cousins,OT,79968.0,1260,Texas-El Paso,76.0,315.0,1984-06-29,23.84109589041096,http://www.nfl.com/player/OnielCousins/1260/profile,,,Jamaica,Eastside Christian Schools,Fullerton,CA,USA,,5.18,24.5,23.0,4.8,107.0,7.9,,
16561,20080078,2008,OLB,76.88,245,,Shawn,Crable,Shawn Crable,LB,48109.0,214,Michigan,77.0,250.0,1984-12-26,23.34794520547945,http://www.nfl.com/player/ShawnCrable/214/profile,Massillon,OH,USA,,,,,,4.62,28.0,29.0,4.55,111.0,7.29,,
16562,20080244,2008,OLB,76.0,252,,Angelo,Craig,Angelo Craig,DE,45221.0,1693,Cincinnati,77.0,242.0,1985-09-05,22.654794520547945,http://www.nfl.com/player/AngeloCraig/1693/profile,,,,,,,,,5.09,30.5,21.0,,118.0,,,
16563,20080088,2008,OLB,74.63,252,,Bruce,Davis,Bruce Davis,LB,90095.0,2507478,UCLA,75.0,250.0,1985-09-02,22.663013698630138,http://www.nfl.com/player/BruceDavis/2507478/profile,Houston,TX,USA,,,,,,4.83,29.0,19.0,4.47,109.0,7.34,,
16564,20080158,2008,TE,78.5,262,,Kellen,Davis,Kellen Davis,TE,48824.0,2507486,Michigan State,79.0,265.0,1985-10-11,22.556164383561644,http://www.nfl.com/player/KellenDavis/2507486/profile,Adrian,MI,USA,Adrian HS,,MI,USA,,4.59,28.0,22.0,4.38,118.0,7.25,,
16565,20080098,2008,FS,73.38,207,,Thomas,DeCoud,Thomas DeCoud,S,94720.0,1357,California,74.0,192.0,1985-03-19,23.12054794520548,http://www.nfl.com/player/ThomasDeCoud/1357/profile,Oakland,CA,USA,Pinole Valley HS,Pinole,CA,USA,,4.56,35.5,,4.27,122.0,6.85,,
16566,20080117,2008,FS,71.88,206,,Quintin,Demps,Quintin Demps,S,79968.0,1974,Texas-El Paso,71.0,216.0,1985-06-29,22.84109589041096,http://www.nfl.com/player/QuintinDemps/1974/profile,San Antonio,TX,USA,Roosevelt HS,San Antonio,TX,USA,,4.41,31.5,16.0,,110.0,,,
16567,20080442,2008,DE,73.38,265,,Johnny,Dingle,Johnny Dingle,DE,26506.0,1678,West Virginia,73.0,265.0,1984-11-09,23.476712328767125,http://www.nfl.com/player/JohnnyDingle/1678/profile,,,,,,,,,4.98,,23.0,,108.0,,,
16568,20080578,2008,DE,76.0,292,,Marcus,Dixon,Marcus Dixon,DE,23669.0,1680,Hampton (VA),76.0,295.0,1984-09-16,23.624657534246577,http://www.nfl.com/player/MarcusDixon/1680/profile,Rome,GA,USA,Pepperell HS,Lindale,GA,USA,,5.27,26.0,21.0,4.67,111.0,7.58,,
16569,20080045,2008,OLB,71.88,229,,Jordon,Dizon,Jordon Dizon,LB,80309.0,1359,Colorado,72.0,232.0,1986-01-16,22.29041095890411,http://www.nfl.com/player/JordonDizon/1359/profile,Koloa,HI,USA,Waimea HS,,HI,USA,,4.73,30.5,,4.35,118.0,7.01,,
16570,20080245,2008,DT,75.63,296,,Lionel,Dotson,Lionel Dotson,DT,85721.0,1702,Arizona,76.0,290.0,1985-02-11,23.21917808219178,http://www.nfl.com/player/LionelDotson/1702/profile,Houston,TX,USA,,,,,,5.45,25.0,,4.75,99.0,7.62,,
16571,20080084,2008,WR,71.25,176,,Harry,Douglas,Harry Douglas,WR,40292.0,222,Louisville,72.0,183.0,1984-09-16,23.624657534246577,http://www.nfl.com/player/HarryDouglas/222/profile,Tampa,FL,USA,Jonesboro HS,,GA,USA,,4.57,31.0,,4.12,120.0,6.57,,
16572,20080600,2008,OT,76.75,327,,Franklin,Dunbar,Franklin Dunbar,OT,37130.0,750,Middle Tennessee State,76.0,327.0,1985-03-12,23.13972602739726,http://www.nfl.com/player/FranklinDunbar/750/profile,Waycross,GA,USA,,,,,,5.63,24.5,27.0,5.18,101.0,8.36,,
16573,20080413,2008,ILB,72.5,231,,Jo-Lonn,Dunbar,Jo-Lonn Dunbar,LB,2459.0,224,Boston,72.0,226.0,1985-03-13,23.136986301369863,http://www.nfl.com/player/Jo-LonnDunbar/224/profile,Syracuse,NY,USA,Corcoran HS,Syracuse,NY,USA,,4.84,27.0,19.0,,112.0,,,
16574,20080230,2008,OT,80.5,310,,King,Dunlap,King Dunlap,OT,36849.0,2507498,Auburn,81.0,330.0,1985-09-14,22.63013698630137,http://www.nfl.com/player/KingDunlap/2507498/profile,Nashville,TN,USA,Brentwood Academy,,TN,USA,,5.29,,21.0,,,,,
16575,20080072,2008,DE,76.25,263,,Chris,Ellis,Chris Ellis,DE,24061.0,226,Virginia Tech,76.0,267.0,1985-02-11,23.21917808219178,http://www.nfl.com/player/ChrisEllis/226/profile,,,,,,,,,4.79,27.0,,4.65,109.0,7.64,,
16576,20080007,2008,DT,72.5,309,,Sedrick,Ellis,Sedrick Ellis,DT,90089.0,228,USC,73.0,307.0,1985-07-09,22.813698630136987,http://www.nfl.com/player/SedrickEllis/228/profile,Los Angeles,CA,USA,Chino HS,,CA,USA,,5.31,26.5,34.0,4.73,105.0,7.78,,
16577,20080146,2008,FB,71.63,241,,Jerome,Felton,Jerome Felton,FB,29613.0,230,Furman (SC),72.0,248.0,1986-07-03,21.83013698630137,http://www.nfl.com/player/JeromeFelton/230/profile,Duren,,Germany,Sequoyah HS,Madisonville,TN,USA,,4.8,32.5,30.0,4.46,110.0,7.2,,
16578,20080445,2008,OG,75.63,315,,Robert,Felton,Robert Felton,OL,72701.0,232,Arkansas,76.0,324.0,1984-09-25,23.6,http://www.nfl.com/player/RobertFelton/232/profile,,,,,,,,,5.55,23.0,22.0,4.84,98.0,8.08,,
16579,20080132,2008,TE,74.63,251,,Derek,Fine,Derek Fine,TE,66045.0,1068,Kansas,75.0,247.0,1983-08-24,24.69041095890411,http://www.nfl.com/player/DerekFine/1068/profile,Sallisaw,OK,USA,,,,,,4.85,29.0,24.0,4.19,115.0,6.8,,
16580,20080091,2008,TE,76.5,243,,Jermichael,Finley,Jermichael Finley,TE,78712.0,1072,Texas,77.0,247.0,1987-03-26,21.101369863013698,http://www.nfl.com/player/JermichaelFinley/1072/profile,Lufkin,TX,USA,Diboll HS,,TX,USA,,4.86,27.5,20.0,4.38,117.0,7.15,,
16581,20080018,2008,QB,78.38,236,,Joe,Flacco,Joe Flacco,QB,19716.0,382,Delaware,78.0,245.0,1985-01-16,23.29041095890411,http://www.nfl.com/player/JoeFlacco/382/profile,Audubon,NJ,USA,Audubon HS,,NJ,USA,,4.86,28.5,,4.27,110.0,6.82,,27.0
16582,20080035,2008,CB,69.75,189,,Brandon,Flowers,Brandon Flowers,DB,24061.0,754,Virginia Tech,69.0,187.0,1986-02-18,22.2,http://www.nfl.com/player/BrandonFlowers/754/profile,Delray Beach,FL,USA,Hargrave Military Academy,Chatham,VA,USA,,4.59,30.0,14.0,,117.0,,,
16583,20080209,2008,QB,74.25,231,,Matt,Flynn,Matt Flynn,QB,70803.0,367,Louisiana State,74.0,225.0,1985-06-20,22.865753424657534,http://www.nfl.com/player/MattFlynn/367/profile,Tyler,TX,USA,Robert E. Lee HS,Tyler,TX,USA,,4.81,28.0,,4.34,109.0,7.21,,38.0
16584,20080212,2008,CB,68.75,171,,Wilrey,Fontenot,Wilrey Fontenot,DB,85721.0,1708,Arizona,70.0,169.0,1984-10-14,23.54794520547945,http://www.nfl.com/player/WilreyFontenot/1708/profile,,,,,,,,,4.48,34.0,18.0,4.26,128.0,7.29,,
16585,20080044,2008,RB,74.0,217,,Matt,Forte,Matt Forte,RB,70118.0,234,Tulane,74.0,218.0,1985-12-10,22.39178082191781,http://www.nfl.com/player/MattForte/234/profile,Lake Charles,LA,USA,Slidell HS,,LA,USA,,4.44,33.0,23.0,4.23,118.0,6.84,,
16586,20080105,2008,WR,72.5,214,,William,Franklin,William Franklin,WR,65211.0,1022,Missouri,72.0,210.0,1985-10-13,22.55068493150685,http://www.nfl.com/player/WilliamFranklin/1022/profile,St. Louis,MO,USA,,,,,,4.39,34.5,,,,,,
16587,20080205,2008,WR,71.88,210,,Pierre,Garcon,Pierre Garcon,WR,44601.0,2346,Mount Union (OH),72.0,211.0,1986-08-08,21.731506849315068,http://www.nfl.com/player/PierreGarcon/2346/profile,West Palm Beach,FL,USA,John J. Leonard HS,Lake Worth,FL,USA,,4.44,36.5,20.0,4.19,125.0,6.9,,
16588,20080465,2008,OLB,74.0,248,,Curtis,Gatewood,Curtis Gatewood,LB,37240.0,1710,Vanderbilt,75.0,250.0,1985-05-18,22.956164383561642,http://www.nfl.com/player/CurtisGatewood/1710/profile,Memphis,TN,USA,,,,,,4.78,28.5,22.0,4.22,111.0,6.9,,
16589,20080635,2008,DE,74.13,256,,Jeremy,Geathers,Jeremy Geathers,DE,89154.0,1712,Nevada-Las Vegas,74.0,245.0,1986-06-19,21.86849315068493,http://www.nfl.com/player/JeremyGeathers/1712/profile,New Orleans,LA,USA,Andrews HS,,SC,USA,,5.0,28.0,29.0,4.49,105.0,7.28,,
16590,20080006,2008,DE,75.0,266,,Vernon,Gholston,Vernon Gholston,LB,43210.0,756,Ohio State,75.0,260.0,1986-06-05,21.90684931506849,http://www.nfl.com/player/VernonGholston/756/profile,Detroit,MI,USA,,,,,,4.68,35.5,37.0,4.4,125.0,7.12,,
16591,20080150,2008,OT,79.13,303,,Breno,Giacomini,Breno Giacomini,OT,40292.0,758,Louisville,79.0,320.0,1985-09-27,22.594520547945205,http://www.nfl.com/player/BrenoGiacomini/758/profile,Cambridge,MA,USA,Malden HS,,MA,USA,,5.24,22.5,23.0,4.63,108.0,7.56,,
16592,20080184,2008,OG,75.5,305,,Mike,Gibson,Mike Gibson,OG,94720.0,820,California,76.0,305.0,1985-11-18,22.45205479452055,http://www.nfl.com/player/MikeGibson/820/profile,Napa,CA,USA,Napa HS,,CA,USA,,5.3,27.0,31.0,4.64,110.0,7.21,,
16593,20080626,2008,DE,74.25,268,,Wallace,Gilberry,Wallace Gilberry,DE,35487.0,1332,Alabama,74.0,265.0,1984-12-05,23.405479452054795,http://www.nfl.com/player/WallaceGilberry/1332/profile,Spanish Fort,AL,USA,Baldwin County HS,Bay Minette,AL,USA,,4.99,,19.0,,,,,
16594,20080067,2008,CB,71.75,207,,Charles,Godfrey,Charles Godfrey,S,52242.0,1292,Iowa,71.0,210.0,1985-11-15,22.46027397260274,http://www.nfl.com/player/CharlesGodfrey/1292/profile,Baytown,TX,USA,Robert E. Lee HS,Baytown,TX,USA,,4.48,32.5,14.0,4.4,121.0,7.28,,
16595,20080165,2008,ILB,74.0,245,,Jonathan,Goff,Jonathan Goff,LB,37240.0,1714,Vanderbilt,74.0,241.0,1985-12-12,22.386301369863013,http://www.nfl.com/player/JonathanGoff/1714/profile,Atlanta,GA,USA,,,,,,4.73,31.5,28.0,4.26,118.0,6.86,,
16596,20080071,2008,ILB,73.25,234,,Tavares,Gooden,Tavares Gooden,LB,33124.0,1361,Miami (FL),73.0,242.0,1984-10-07,23.567123287671233,http://www.nfl.com/player/TavaresGooden/1361/profile,Fort Lauderdale,FL,USA,St. Thomas Aquinas HS,Fort Lauderdale,FL,USA,,4.65,35.0,22.0,,118.0,,,
16597,20080214,2008,OLB,73.0,235,,Larry,Grant,Larry Grant,LB,43210.0,2670,Ohio State,73.0,251.0,1985-02-16,23.205479452054796,http://www.nfl.com/player/LarryGrant/2670/profile,Santa Rosa,CA,USA,Foothill HS,Pleasanton,CA,USA,,4.79,31.5,20.0,4.22,113.0,6.77,,
16598,20080688,2008,CB,70.25,186,,Michael,Grant,Michael Grant,DB,72701.0,2507522,Arkansas,71.0,182.0,1986-03-20,22.117808219178084,http://www.nfl.com/player/MichaelGrant/2507522/profile,Stone Mountain,GA,USA,Stephenson HS,Stone Mountain,GA,USA,,4.41,30.5,14.0,4.1,116.0,7.08,,
16599,20080065,2008,OT,76.75,305,,John,Greco,John Greco,OG,43606.0,238,Toledo,76.0,318.0,1985-03-24,23.106849315068494,http://www.nfl.com/player/JohnGreco/238/profile,Ravenna,OH,USA,Boardman HS,Youngstown,OH,USA,,5.35,26.0,30.0,4.82,108.0,8.03,,
16600,20080427,2008,RB,70.63,219,,BenJarvus,Green-Ellis,BenJarvus Green-Ellis,RB,38677.0,929,Mississippi,71.0,220.0,1985-07-02,22.832876712328765,http://www.nfl.com/player/BenJarvusGreen-Ellis/929/profile,New Orleans,LA,USA,St. Augustine HS,New Orleans,LA,USA,,4.66,30.5,24.0,,114.0,,,
16601,20080665,2008,WR,70.0,187,,Ryan,Grice-Mullen,Ryan Grice-Mullen,WR,96813.0,1718,Hawaii,71.0,180.0,1986-09-12,21.635616438356163,http://www.nfl.com/player/RyanGrice-Mullen/1718/profile,Rialto,CA,USA,Rialto HS,Rialto,CA,USA,,4.57,27.5,17.0,4.16,118.0,6.91,,
16602,20081107,2008,FS,70.25,201,,Marcus,Griffin,Marcus Griffin,S,78712.0,M001136,Texas,70.0,201.0,,,http://www.nfl.com/player/MarcusGriffin/M001136/profile,,,,,,,,,4.81,31.5,13.0,4.32,119.0,7.09,,
16603,20080052,2008,OLB,75.0,259,,Quentin,Groves,Quentin Groves,LB,36849.0,240,Auburn,75.0,265.0,1984-07-05,23.824657534246576,http://www.nfl.com/player/QuentinGroves/240/profile,Greenville,MS,USA,Greenville Weston HS,,MS,USA,,4.56,29.5,30.0,4.42,120.0,7.31,,
16604,20080152,2008,DT,75.38,303,,Letroy,Guion,Letroy Guion,DT,32306.0,1720,Florida State,76.0,322.0,1987-06-21,20.863013698630137,http://www.nfl.com/player/LetroyGuion/1720/profile,Starke,FL,USA,Bradford HS,Starke,FL,USA,,5.39,,26.0,,,,,
16605,20080400,2008,OLB,73.63,245,,Gary,Guyton,Gary Guyton,LB,30332.0,1722,Georgia Tech,75.0,245.0,1985-11-14,22.46301369863014,http://www.nfl.com/player/GaryGuyton/1722/profile,Midway,GA,USA,Bradwell Institute,,GA,USA,,4.57,36.5,15.0,4.42,126.0,7.07,,
16606,20080133,2008,OT,77.75,314,,David,Hale,David Hale,OG,84408.0,822,Weber State (UT),78.0,315.0,1983-03-03,25.167123287671235,http://www.nfl.com/player/DavidHale/822/profile,Plain City,UT,USA,Fremont HS,Plain City,UT,USA,,5.3,26.0,25.0,4.75,100.0,7.69,,
16607,20080643,2008,WR,73.88,193,,D.J.,Hall,D.J. Hall,WR,35487.0,242,Alabama,74.0,195.0,1986-07-18,21.78904109589041,http://www.nfl.com/player/D.J.Hall/242/profile,Fort Walton Beach,FL,USA,Choctawhatchee HS,,FL,USA,,4.62,29.5,,,122.0,,,
16608,20080041,2008,WR,77.38,217,,James,Hardy,James Hardy,WR,47405.0,1024,Indiana,77.0,220.0,1985-12-24,22.353424657534248,http://www.nfl.com/player/JamesHardy/1024/profile,Fort Wayne,IN,USA,,,,,,4.53,31.5,18.0,4.2,125.0,6.84,,14.0
16609,20080215,2008,WR,75.5,213,,Justin,Harper,Justin Harper,WR,24061.0,760,Virginia Tech,75.0,226.0,1985-02-24,23.183561643835617,http://www.nfl.com/player/JustinHarper/760/profile,Catawba,NC,USA,Bandy's HS,Catawba,NC,USA,,4.62,28.5,,4.43,120.0,7.03,,
16610,20080185,2008,DE,76.38,264,,Chris,Harrington,Chris Harrington,DE,77843.0,1334,Texas A&M,77.0,260.0,1985-01-19,23.28219178082192,http://www.nfl.com/player/ChrisHarrington/1334/profile,Houston,TX,USA,,,,,,4.88,,21.0,,117.0,,,
16611,20080090,2008,DT,74.75,317,,Marcus,Harrison,Marcus Harrison,DT,72701.0,2348,Arkansas,75.0,310.0,1984-07-10,23.81095890410959,http://www.nfl.com/player/MarcusHarrison/2348/profile,Little Rock,AR,USA,,,,,,5.08,,26.0,,,,,
16612,20080202,2008,RB,68.88,206,,Mike,Hart,Mike Hart,RB,48109.0,246,Michigan,69.0,206.0,1986-04-09,22.063013698630137,http://www.nfl.com/player/MikeHart/246/profile,Syracuse,NY,USA,,,,,,4.77,28.0,23.0,,110.0,,,
16613,20080008,2008,DE,76.63,271,,Derrick,Harvey,Derrick Harvey,DE,32611.0,762,Florida,77.0,268.0,1986-11-09,21.476712328767125,http://www.nfl.com/player/DerrickHarvey/762/profile,Greenbelt,MD,USA,Eleanor Roosevelt HS,Greenbelt,MD,USA,,4.89,28.5,31.0,4.36,113.0,7.27,,
16614,20080126,2008,WR,71.0,187,,Lavelle,Hawkins,Lavelle Hawkins,WR,94720.0,248,California,71.0,194.0,1986-07-12,21.805479452054794,http://www.nfl.com/player/LavelleHawkins/248/profile,Stockton,CA,USA,Edison HS,Stockton,CA,USA,,4.58,,14.0,,117.0,,,
16615,20080181,2008,DT,75.88,291,,Nick,Hayden,Nick Hayden,DT,53706.0,1336,Wisconsin,76.0,303.0,1986-02-04,22.23835616438356,http://www.nfl.com/player/NickHayden/1336/profile,Hartland,WI,USA,Arrowhead HS,Hartland,WI,USA,,5.18,27.0,34.0,4.54,108.0,7.55,,
16616,20080175,2008,OLB,72.88,226,,Geno,Hayes,Geno Hayes,LB,32306.0,764,Florida State,73.0,226.0,1987-08-10,20.726027397260275,http://www.nfl.com/player/GenoHayes/764/profile,Greenville,FL,USA,Madison County HS,Madison,FL,USA,,4.67,26.5,22.0,4.48,116.0,7.22,,
16617,20080564,2008,TE,79.63,259,,Joey,Haynos,Joey Haynos,TE,20740.0,250,Maryland,80.0,270.0,1984-08-28,23.676712328767124,http://www.nfl.com/player/JoeyHaynos/250/profile,Silver Spring,MD,USA,,,,,,4.94,30.5,17.0,4.42,123.0,6.92,,
16618,20080460,2008,FS,67.88,190,,Jonathan,Hefney,Jonathan Hefney,DB,37998.0,1978,Tennessee,69.0,185.0,1985-02-27,23.175342465753424,http://www.nfl.com/player/JonathanHefney/1978/profile,Rock Hill,SC,USA,Rock Hill HS,Rock Hill,SC,USA,,4.55,29.0,14.0,4.44,117.0,7.1,,
16619,20080501,2008,OLB,74.75,244,,Erin,Henderson,Erin Henderson,LB,20740.0,1363,Maryland,75.0,244.0,1986-07-01,21.835616438356166,http://www.nfl.com/player/ErinHenderson/1363/profile,Aberdeen,MD,USA,Aberdeen HS,,MD,USA,,4.8,31.0,23.0,4.5,113.0,7.16,,
16620,20080057,2008,QB,74.88,230,,Chad,Henne,Chad Henne,QB,48109.0,252,Michigan,75.0,222.0,1985-07-02,22.832876712328765,http://www.nfl.com/player/ChadHenne/252/profile,Wyomissing,PA,USA,Wilson HS,West Lawn,PA,USA,,4.95,25.5,,4.4,106.0,7.17,,22.0
16621,20080171,2008,WR,75.63,207,,Marcus,Henry,Marcus Henry,WR,66045.0,1026,Kansas,76.0,212.0,1986-02-21,22.19178082191781,http://www.nfl.com/player/MarcusHenry/1026/profile,Hinesville,GA,USA,,,,,,4.59,31.5,,4.3,126.0,7.08,,
16622,20080069,2008,FB,70.63,226,,Jacob,Hester,Jacob Hester,FB,70803.0,1365,Louisiana State,71.0,225.0,1985-05-08,22.983561643835618,http://www.nfl.com/player/JacobHester/1365/profile,Shreveport,LA,USA,Evangel Christian Academy,Shreveport,LA,USA,,4.62,27.5,23.0,4.24,111.0,6.85,,
16623,20080489,2008,OLB,71.63,230,,Ali,Highsmith,Ali Highsmith,LB,70803.0,254,Louisiana State,73.0,230.0,1985-01-20,23.279452054794522,http://www.nfl.com/player/AliHighsmith/254/profile,Miami,FL,USA,,,,,,5.02,26.5,,4.29,112.0,7.4,,
16624,20080204,2008,FB,71.13,231,,Lex,Hilliard,Lex Hilliard,FB,59812.0,256,Montana,71.0,235.0,1984-07-30,23.756164383561643,http://www.nfl.com/player/LexHilliard/256/profile,Kalispell,MT,USA,Flathead HS,Kalispell,MT,USA,,4.69,32.0,,4.2,122.0,7.01,,
16625,20080227,2008,FB,72.75,240,,Peyton,Hillis,Peyton Hillis,RB,72701.0,1980,Arkansas,74.0,250.0,1986-01-21,22.276712328767122,http://www.nfl.com/player/PeytonHillis/1980/profile,Conway,AR,USA,Conway HS,,AR,USA,,4.67,30.5,26.0,,117.0,7.15,,
16626,20080529,2008,DE,75.63,263,,Louis,Holmes,Louis Holmes,DE,85721.0,2350,Arizona,76.0,275.0,1985-02-24,23.183561643835617,http://www.nfl.com/player/LouisHolmes/2350/profile,Memphis,TN,USA,Dillard HS,,FL,USA,,4.88,32.5,,,121.0,7.33,,
16627,20080249,2008,SS,72.13,212,,Chris,Horton,Chris Horton,S,90095.0,1982,UCLA,73.0,221.0,1984-12-29,23.339726027397262,http://www.nfl.com/player/ChrisHorton/1982/profile,Los Angeles,CA,USA,,,,,,4.6,28.5,14.0,4.35,109.0,7.34,,
16628,20080161,2008,OLB,72.5,237,,Marcus,Howard,Marcus Howard,DE,30602.0,766,Georgia,72.0,244.0,1985-10-12,22.553424657534247,http://www.nfl.com/player/MarcusHoward/766/profile,Hanahan,SC,USA,,,,,,4.47,34.5,27.0,,,,,
16629,20080191,2008,WR,74.75,221,,Paul,Hubbard,Paul Hubbard,WR,53706.0,1984,Wisconsin,74.0,218.0,1985-06-12,22.887671232876713,http://www.nfl.com/player/PaulHubbard/1984/profile,Colorado Springs,CO,USA,,,,,,4.59,29.5,15.0,,126.0,,,
16630,20080188,2008,OLB,74.5,244,,Mike,Humpal,Mike Humpal,LB,52242.0,1367,Iowa,75.0,240.0,1985-02-17,23.202739726027396,http://www.nfl.com/player/MikeHumpal/1367/profile,New Hampton,IA,USA,,,,,,4.83,31.0,20.0,4.25,119.0,7.07,,
16631,20080116,2008,DE,76.0,274,,Kenny,Iwebema,Kenny Iwebema,DE,52242.0,1338,Iowa,76.0,280.0,1985-02-06,23.232876712328768,http://www.nfl.com/player/KennyIwebema/1338/profile,Minneapolis,MN,USA,,,,,,5.01,29.0,26.0,4.75,109.0,7.62,,
16632,20080068,2008,CB,72.0,192,,Chevis,Jackson,Chevis Jackson,DB,70803.0,1296,Louisiana State,71.0,194.0,1985-12-11,22.389041095890413,http://www.nfl.com/player/ChevisJackson/1296/profile,Mobile,AL,USA,,,,,,4.65,36.0,13.0,4.15,125.0,6.96,,
16633,20080049,2008,WR,69.75,169,,DeSean,Jackson,DeSean Jackson,WR,94720.0,1581,California,70.0,175.0,1986-12-01,21.416438356164385,http://www.nfl.com/player/DeSeanJackson/1581/profile,Long Beach,CA,USA,Long Beach Polytechnic HS,,CA,USA,,4.4,,,,120.0,,,
16634,20080058,2008,WR,69.5,182,,Dexter,Jackson,Dexter Jackson,WR,28608.0,2507474,Appalachian State (NC),69.0,182.0,1986-08-05,21.73972602739726,http://www.nfl.com/player/DexterJackson/2507474/profile,Decatur,GA,USA,Dunwoody HS,,GA,USA,,4.37,29.5,,4.38,122.0,6.81,,
16635,20080028,2008,DE,76.25,271,,Lawrence,Jackson,Lawrence Jackson,DE,90089.0,2507470,USC,76.0,278.0,1985-08-30,22.671232876712327,http://www.nfl.com/player/LawrenceJackson/2507470/profile,Los Angeles,CA,USA,Inglewood HS,,CA,USA,,4.87,31.0,31.0,4.4,108.0,7.08,,
